text	tags_whitespace_sep
καὶ περὶ ἐνδύματος τί μεριμνᾶτε 	development_marker speech_act #predicating circumstance circumstance $process alertness interrogative differentiation_request interactant speaker_excluded 
καταμάθετε τὰ κρίνα τοῦ ἀγροῦ πῶς αὐξάνουσιν 	speech_act #predicating grouped direction_tbd 
οὐ κοπιῶσιν οὐδὲ νήθουσιν 	speech_act #predicating grouped 
λέγω δὲ ὑμῖν ὅτι οὐδὲ Σολομὼν ἐν πάσῃ τῇ δόξῃ αὐτοῦ περιεβάλετο ὡς ἓν τούτων 	speech_act #predicating $process objectifying extra_participant medial-final alertness interactant development_marker progressive 
οὐδὲ Σολομὼν ἐν πάσῃ τῇ δόξῃ αὐτοῦ περιεβάλετο ὡς ἓν τούτων 	speech_act #predicating grouped circumstance internal_orientation 
εἰ τὸν χόρτον τοῦ ἀγροῦ σήμερον ὄντα καὶ αὔριον εἰς κλίβανον βαλλόμενον ὁ θεὸς οὕτως ἀμφιέννυσιν δὲ οὐ πολλῷ μᾶλλον ὑμᾶς ὀλιγόπιστοι 	speech_act #predicating grouped circumstance direction_tbd augmented development_marker progressive 
μὴ μεριμνήσητε λέγοντες Τί φάγωμεν ἤ Τί πίωμεν ἤ Τί περιβαλώμεθα οὖν 	speech_act #predicating grouped contemplative internal_orientation interactant speaker_excluded development_marker advancing 
Τί φάγωμεν ἤ Τί πίωμεν ἤ Τί περιβαλώμεθα 	speech_act #predicating grouped disjunctive contemplative internal_orientation 
πάντα ταῦτα γὰρ τὰ ἔθνη ἐπιζητοῦσιν 	speech_act #predicating objectifying $process alertness instantiator_construal development_marker supporting 
οἶδεν γὰρ ὁ πατὴρ ὑμῶν ὁ οὐράνιος ὅτι χρῄζετε τούτων ἁπάντων 	speech_act #predicating $process objectifying alertness complete instantiator_construal development_marker supporting 
ζητεῖτε δὲ πρῶτον τὴν βασιλείαν καὶ τὴν δικαιοσύνην αὐτοῦ 	speech_act #predicating $process circumstance objectifying alertness direction_tbd interactant_indication_tbd development_marker progressive 
καὶ ταῦτα πάντα προστεθήσεται ὑμῖν 	development_marker speech_act #predicating instantiator_construal subjective_participation_type_tbd $process objectifying extra_participant medial-final #externalization complete expected 
μὴ μεριμνήσητε εἰς τὴν αὔριον οὖν 	speech_act #predicating grouped contemplative internal_orientation interactant speaker_excluded development_marker advancing 
ἡ αὔριον γὰρ μεριμνήσει αὑτῆς 	speech_act #predicating instantiator_construal $process objectifying peripheral part-whole complete expected development_marker supporting 
ἀρκετὸν τῇ ἡμέρᾳ ἡ κακία αὐτῆς 	speech_act #predicating synchronic differentiated described sequentiality_tbd $intrinsic_quality compared circumstance instantiator_construal direction_tbd interactant_indication_tbd 
Μὴ κρίνετε ἵνα μὴ κριθῆτε 	speech_act #predicating grouped circumstance direction_tbd interactant_indication_tbd 
ἐν ᾧ κρίματι κρίνετε γὰρ κριθήσεσθε 	speech_act #predicating circumstance subjective_participation_type_tbd $process complete expected objectifying #externalization centrality_tbd interactant speaker_excluded development_marker supporting 
καὶ ἐν ᾧ μέτρῳ μετρεῖτε μετρηθήσεται ὑμῖν 	development_marker speech_act #predicating instantiator_construal subjective_participation_type_tbd $process objectifying extra_participant medial-final #externalization complete expected 
τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου 	speech_act #predicating circumstance $process objectifying alertness interactant speaker_excluded development_marker progressive 
τὴν ἐν τῷ σῷ ὀφθαλμῷ δοκὸν οὐ κατανοεῖς δὲ 	speech_act #predicating grouped interrogative differentiation_request interactant speaker_excluded development_marker progressive 
ἢ πῶς ἐρεῖς τῷ ἀδελφῷ σου Ἄφες ἐκβάλω τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ σου 	development_marker backtracking speech_act #predicating circumstance $process objectifying extra_participant medial-final complete expected interactant speaker_excluded 
Ἄφες ἐκβάλω τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ σου 	speech_act #predicating grouped direction_tbd 
καὶ ἰδοὺ ἡ δοκὸς ἐν τῷ ὀφθαλμῷ σοῦ 	development_marker speech_act augmented #predicating instantiator_construal extrinsic #positional_association $position differentiated indicated #articulation categorized $category elaborated dative_association direction_tbd interactant_indication_tbd 
ὑποκριτά ἔκβαλε πρῶτον ἐκ τοῦ ὀφθαλμοῦ σοῦ τὴν δοκόν καὶ τότε διαβλέψεις ἐκβαλεῖν τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ τοῦ ἀδελφοῦ σου 	speech_act augmented #predicating grouped direction_tbd 
Μὴ δῶτε τὸ ἅγιον τοῖς κυσίν μηδὲ βάλητε τοὺς μαργαρίτας ὑμῶν ἔμπροσθεν τῶν χοίρων μήποτε καταπατήσουσιν αὐτοὺς ἐν τοῖς ποσὶν αὐτῶν καὶ στραφέντες ῥήξωσιν ὑμᾶς 	speech_act #predicating grouped circumstance contemplative internal_orientation 
Αἰτεῖτε καὶ δοθήσεται ὑμῖν 	speech_act #predicating grouped direction_tbd 
ζητεῖτε καὶ εὑρήσετε 	speech_act #predicating grouped direction_tbd 
κρούετε καὶ ἀνοιγήσεται ὑμῖν 	speech_act #predicating grouped direction_tbd 
πᾶς ὁ αἰτῶν γὰρ λαμβάνει 	speech_act #predicating instantiator_construal $process alertness development_marker supporting 
καὶ ὁ ζητῶν εὑρίσκει 	development_marker speech_act #predicating instantiator_construal $process alertness 
καὶ τῷ κρούοντι ἀνοιγήσεται 	development_marker speech_act #predicating objectifying extra_participant medial-final #externalization subjective_participation_type_tbd $process complete expected 
ἢ τίς ἄνθρωπος ὃν αἰτήσει ὁ υἱὸς αὐτοῦ ἄρτον μὴ λίθον ἐπιδώσει αὐτῷ ἐστιν ἐξ ὑμῶν 	development_marker backtracking speech_act #predicating instantiator_construal $process complementary_property alertness interrogative differentiation_request 
ἢ καὶ ἰχθὺν αἰτήσει μὴ ὄφιν ἐπιδώσει αὐτῷ 	development_marker backtracking objectifying $process complete expected gender_tbd number_tbd speech_act #predicating interrogative #confirmation_request objectifying extra_participant medial-final $process complete expected 
εἰ ὑμεῖς πονηροὶ ὄντες οἴδατε δόματα ἀγαθὰ διδόναι τοῖς τέκνοις ὑμῶν οὖν πόσῳ μᾶλλον ὁ πατὴρ ὑμῶν ὁ ἐν τοῖς οὐρανοῖς δώσει ἀγαθὰ τοῖς αἰτοῦσιν αὐτόν 	speech_act #predicating circumstance circumstance circumstance instantiator_construal $process objectifying extra_participant medial-final complete expected development_marker advancing 
Πάντα ὅσα ἐὰν θέλητε ἵνα ποιῶσιν ὑμῖν οἱ ἄνθρωποι οὖν οὕτως καὶ ὑμεῖς ποιεῖτε αὐτοῖς 	speech_act augmented #predicating circumstance instantiator_construal $process objectifying peripheral medial-final alertness direction_tbd interactant_indication_tbd development_marker advancing 
οὗτος γάρ ἐστιν ὁ νόμος καὶ οἱ προφῆται 	speech_act #predicating instantiator_construal $process complementary_property alertness development_marker supporting 
Εἰσέλθατε διὰ τῆς στενῆς πύλης ὅτι πλατεῖα ἡ πύλη καὶ εὐρύχωρος ἡ ὁδὸς ἡ ἀπάγουσα εἰς τὴν ἀπώλειαν καὶ πολλοί εἰσιν οἱ εἰσερχόμενοι δι’ αὐτῆς ὅτι στενὴ ἡ πύλη καὶ τεθλιμμένη ἡ ὁδὸς ἡ ἀπάγουσα εἰς τὴν ζωήν καὶ ὀλίγοι εἰσὶν οἱ εὑρίσκοντες αὐτήν 	speech_act #predicating $process circumstance complete circumstance circumstance direction_tbd interactant_indication_tbd 
Προσέχετε ἀπὸ τῶν ψευδοπροφητῶν οἵτινες ἔρχονται πρὸς ὑμᾶς ἐν ἐνδύμασι προβάτων ἔσωθεν δέ εἰσιν λύκοι ἅρπαγες 	speech_act #predicating $process circumstance alertness direction_tbd interactant_indication_tbd 
ἀπὸ τῶν καρπῶν αὐτῶν ἐπιγνώσεσθε αὐτούς 	speech_act #predicating circumstance affected $process objectifying alertness complete expected interactant speaker_excluded 
μήτι συλλέγουσιν ἀπὸ ἀκανθῶν σταφυλὰς ἢ ἀπὸ τριβόλων σῦκα 	speech_act #predicating interrogative #confirmation_request grouped disjunctive 
οὕτως πᾶν δένδρον ἀγαθὸν καρποὺς καλοὺς ποιεῖ τὸ σαπρὸν δένδρον δὲ καρποὺς πονηροὺς ποιεῖ 	speech_act #predicating grouped 
οὐ δύναται δένδρον ἀγαθὸν καρποὺς πονηροὺς ποιεῖν οὐδὲ δένδρον σαπρὸν καρποὺς καλοὺς ποιεῖν 	speech_act #predicating grouped 
πᾶν δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται 	speech_act #predicating grouped 
ἄρα γε ἀπὸ τῶν καρπῶν αὐτῶν ἐπιγνώσεσθε αὐτούς 	speech_act #predicating inferential focused circumstance affected $process objectifying alertness complete expected interactant speaker_excluded 
Οὐ πᾶς ὁ λέγων μοι Κύριε κύριε εἰσελεύσεται εἰς τὴν βασιλείαν τῶν οὐρανῶν 	speech_act #predicating grouped 
Κύριε κύριε 	speech_act addressing categorized $category augmented 
ἀλλ’ ὁ ποιῶν τὸ θέλημα τοῦ πατρός μου τοῦ ἐν τοῖς οὐρανοῖς 	development_marker corrective speech_act #predicating instantiator_construal presumed direction_tbd interactant_indication_tbd 
πολλοὶ ἐροῦσίν μοι ἐν ἐκείνῃ τῇ ἡμέρᾳ Κύριε κύριε οὐ τῷ σῷ ὀνόματι ἐπροφητεύσαμεν καὶ τῷ σῷ ὀνόματι δαιμόνια ἐξεβάλομεν καὶ τῷ σῷ ὀνόματι δυνάμεις πολλὰς ἐποιήσαμεν 	speech_act #predicating instantiator_construal $process objectifying extra_participant medial-final circumstance complete expected 
Κύριε κύριε οὐ τῷ σῷ ὀνόματι ἐπροφητεύσαμεν καὶ τῷ σῷ ὀνόματι δαιμόνια ἐξεβάλομεν καὶ τῷ σῷ ὀνόματι δυνάμεις πολλὰς ἐποιήσαμεν 	speech_act augmented augmented #predicating interrogative #confirmation_request factual internal_orientation grouped 
καὶ τότε ὁμολογήσω αὐτοῖς ὅτι Οὐδέποτε ἔγνων ὑμᾶς ἀποχωρεῖτε ἀπ’ ἐμοῦ οἱ ἐργαζόμενοι τὴν ἀνομίαν 	development_marker speech_act #predicating circumstance $process objectifying extra_participant medial-final complete expected interactant 
Οὐδέποτε ἔγνων ὑμᾶς 	speech_act #predicating circumstance $process objectifying complete internal_orientation interactant 
ἀποχωρεῖτε ἀπ’ ἐμοῦ οἱ ἐργαζόμενοι τὴν ἀνομίαν 	speech_act #predicating $process circumstance alertness direction_tbd interactant_indication_tbd augmented 
Πᾶς ὅστις ἀκούει μου τοὺς λόγους τούτους καὶ ποιεῖ αὐτούς οὖν ὁμοιωθήσεται ἀνδρὶ φρονίμῳ ὅστις ᾠκοδόμησεν αὐτοῦ τὴν οἰκίαν ἐπὶ τὴν πέτραν 	speech_act #predicating instantiator_construal subjective_participation_type_tbd $process circumstance complete expected objectifying #externalization centrality_tbd development_marker advancing 
καὶ κατέβη ἡ βροχὴ καὶ ἦλθον οἱ ποταμοὶ καὶ ἔπνευσαν οἱ ἄνεμοι καὶ προσέπεσαν τῇ οἰκίᾳ ἐκείνῃ καὶ οὐκ ἔπεσεν 	development_marker speech_act #predicating grouped internal_orientation 
τεθεμελίωτο γὰρ ἐπὶ τὴν πέτραν 	speech_act #predicating subjective_participation_type_tbd $process circumstance alertness complete objectifying #externalization centrality_tbd internal_orientation development_marker supporting 
καὶ πᾶς ὁ ἀκούων μου τοὺς λόγους τούτους καὶ μὴ ποιῶν αὐτοὺς ὁμοιωθήσεται ἀνδρὶ μωρῷ ὅστις ᾠκοδόμησεν αὐτοῦ τὴν οἰκίαν ἐπὶ τὴν ἄμμον 	development_marker speech_act #predicating instantiator_construal subjective_participation_type_tbd $process circumstance complete expected objectifying #externalization centrality_tbd 
καὶ κατέβη ἡ βροχὴ 	development_marker speech_act #predicating $process complete instantiator_construal internal_orientation 
καὶ ἦλθον οἱ ποταμοὶ 	development_marker speech_act #predicating $process complete instantiator_construal internal_orientation 
καὶ ἔπνευσαν οἱ ἄνεμοι 	development_marker speech_act #predicating $process complete instantiator_construal internal_orientation 
καὶ προσέκοψαν τῇ οἰκίᾳ ἐκείνῃ 	development_marker speech_act #predicating $process objectifying peripheral medial-final complete internal_orientation 
καὶ ἔπεσεν 	development_marker speech_act #predicating $process complete internal_orientation 
καὶ ἦν ἡ πτῶσις αὐτῆς μεγάλη 	development_marker speech_act #predicating $process complementary_property alertness instantiator_construal internal_orientation 
Καὶ ἐγένετο ὅτε ἐτέλεσεν ὁ Ἰησοῦς τοὺς λόγους τούτους 	development_marker speech_act #predicating affected $process complete circumstance internal_orientation 
ἐξεπλήσσοντο οἱ ὄχλοι ἐπὶ τῇ διδαχῇ αὐτοῦ 	speech_act #predicating subjective_participation_type_tbd $process circumstance alertness objectifying #externalization centrality_tbd instantiator_construal internal_orientation 
ἦν γὰρ διδάσκων αὐτοὺς ὡς ἐξουσίαν ἔχων καὶ οὐχ ὡς οἱ γραμματεῖς αὐτῶν 	speech_act #predicating $process objectifying complementary_property circumstance alertness internal_orientation development_marker supporting 
Καταβάντος αὐτοῦ ἀπὸ τοῦ ὄρους δὲ ἠκολούθησαν αὐτῷ ὄχλοι πολλοί 	speech_act #predicating circumstance $process objectifying peripheral medial-final complete instantiator_construal internal_orientation development_marker progressive 
καὶ ἰδοὺ λεπρὸς προσελθὼν προσεκύνει αὐτῷ λέγων Κύριε ἐὰν θέλῃς δύνασαί με καθαρίσαι 	development_marker speech_act augmented #predicating instantiator_construal circumstance $process objectifying peripheral medial-final circumstance alertness internal_orientation 
Κύριε ἐὰν θέλῃς δύνασαί με καθαρίσαι 	speech_act augmented #predicating circumstance affected $process objectifying alertness interactant speaker_excluded 
καὶ ἐκτείνας τὴν χεῖρα ἥψατο αὐτοῦ λέγων Θέλω καθαρίσθητι 	development_marker speech_act #predicating circumstance affected $process objectifying peripheral part-whole circumstance complete internal_orientation 
Θέλω καθαρίσθητι 	speech_act #predicating grouped direction_tbd 
καὶ εὐθέως ἐκαθαρίσθη αὐτοῦ ἡ λέπρα 	development_marker speech_act #predicating circumstance subjective_participation_type_tbd $process complete objectifying #externalization centrality_tbd instantiator_construal internal_orientation 
καὶ λέγει αὐτῷ ὁ Ἰησοῦς Ὅρα μηδενὶ εἴπῃς ἀλλὰ ὕπαγε σεαυτὸν δεῖξον τῷ ἱερεῖ καὶ προσένεγκον τὸ δῶρον ὃ προσέταξεν Μωϋσῆς εἰς μαρτύριον αὐτοῖς 	development_marker speech_act #predicating $process objectifying extra_participant medial-final alertness instantiator_construal 
Ὅρα μηδενὶ εἴπῃς ἀλλὰ ὕπαγε σεαυτὸν δεῖξον τῷ ἱερεῖ καὶ προσένεγκον τὸ δῶρον ὃ προσέταξεν Μωϋσῆς εἰς μαρτύριον αὐτοῖς 	speech_act #predicating grouped direction_tbd 
Εἰσελθόντος αὐτοῦ εἰς Καφαρναοὺμ δὲ προσῆλθεν αὐτῷ ἑκατόνταρχος παρακαλῶν αὐτὸν καὶ λέγων Κύριε ὁ παῖς μου βέβληται ἐν τῇ οἰκίᾳ παραλυτικός δεινῶς βασανιζόμενος 	speech_act #predicating circumstance $process circumstance circumstance complete instantiator_construal internal_orientation development_marker progressive 
Κύριε ὁ παῖς μου βέβληται ἐν τῇ οἰκίᾳ παραλυτικός δεινῶς βασανιζόμενος 	speech_act augmented #predicating instantiator_construal subjective_participation_type_tbd $process circumstance circumstance circumstance alertness complete objectifying #externalization centrality_tbd 
καὶ λέγει αὐτῷ Ἐγὼ ἐλθὼν θεραπεύσω αὐτόν 	development_marker speech_act #predicating $process objectifying extra_participant medial-final alertness 
Ἐγὼ ἐλθὼν θεραπεύσω αὐτόν 	speech_act #predicating instantiator_construal circumstance $process objectifying complete expected interactant 
καὶ ἀποκριθεὶς ὁ ἑκατόνταρχος ἔφη Κύριε οὐκ εἰμὶ ἱκανὸς ἵνα μου ὑπὸ τὴν στέγην εἰσέλθῃς ἀλλὰ μόνον εἰπὲ λόγῳ καὶ ἰαθήσεται ὁ παῖς μου καὶ ἐγὼ γὰρ ἄνθρωπός ὑπὸ ἐξουσίαν ἔχων ὑπ’ ἐμαυτὸν στρατιώτας εἰμι καὶ λέγω τούτῳ Πορεύθητι καὶ πορεύεται καὶ ἄλλῳ Ἔρχου καὶ ἔρχεται καὶ τῷ δούλῳ μου Ποίησον τοῦτο καὶ ποιεῖ 	development_marker speech_act #predicating circumstance instantiator_construal $process objectifying alertness internal_orientation 
Κύριε οὐκ εἰμὶ ἱκανὸς ἵνα μου ὑπὸ τὴν στέγην εἰσέλθῃς 	speech_act augmented #predicating grouped 
ἀλλὰ μόνον εἰπὲ λόγῳ 	development_marker corrective speech_act #predicating grouped direction_tbd interactant_indication_tbd 
καὶ ἰαθήσεται ὁ παῖς μου 	development_marker speech_act #predicating subjective_participation_type_tbd $process complete expected objectifying #externalization centrality_tbd instantiator_construal 
καὶ ἐγὼ γὰρ ἄνθρωπός ὑπὸ ἐξουσίαν ἔχων ὑπ’ ἐμαυτὸν στρατιώτας εἰμι 	speech_act #predicating instantiator_construal complementary_property $process alertness interactant development_marker supporting 
καὶ λέγω τούτῳ Πορεύθητι καὶ πορεύεται 	development_marker speech_act #predicating grouped 
Πορεύθητι 	speech_act #predicating subjective_participation_type_tbd $process complete objectifying #externalization centrality_tbd direction_tbd interactant_indication_tbd 
καὶ ἄλλῳ Ἔρχου 	development_marker speech_act #predicating objectifying extra_participant medial-final presumed gender_tbd number_tbd direction_tbd interactant_indication_tbd 
Ἔρχου 	speech_act #predicating affected $process alertness direction_tbd interactant_indication_tbd 
καὶ ἔρχεται 	development_marker speech_act #predicating affected $process alertness 
καὶ τῷ δούλῳ μου Ποίησον τοῦτο 	development_marker speech_act #predicating objectifying extra_participant medial-final presumed direction_tbd interactant_indication_tbd 
Ποίησον τοῦτο 	speech_act #predicating $process objectifying complete direction_tbd interactant_indication_tbd 
καὶ ποιεῖ 	development_marker speech_act #predicating $process alertness 
ἀκούσας δὲ ὁ Ἰησοῦς ἐθαύμασεν 	speech_act #predicating circumstance instantiator_construal $process complete internal_orientation development_marker progressive 
καὶ εἶπεν τοῖς ἀκολουθοῦσιν Ἀμὴν λέγω ὑμῖν παρ’ οὐδενὶ τοσαύτην πίστιν ἐν τῷ Ἰσραὴλ εὗρον λέγω δὲ ὑμῖν ὅτι πολλοὶ ἀπὸ ἀνατολῶν καὶ δυσμῶν ἥξουσιν καὶ ἀνακλιθήσονται μετὰ Ἀβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ ἐν τῇ βασιλείᾳ τῶν οὐρανῶν οἱ υἱοὶ τῆς βασιλείας δὲ ἐκβληθήσονται εἰς τὸ σκότος τὸ ἐξώτερον ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων 	development_marker speech_act #predicating $process objectifying extra_participant medial-final complete internal_orientation 
Ἀμὴν λέγω ὑμῖν παρ’ οὐδενὶ τοσαύτην πίστιν ἐν τῷ Ἰσραὴλ εὗρον 	speech_act augmented #predicating $process objectifying extra_participant medial-final alertness interactant 
παρ’ οὐδενὶ τοσαύτην πίστιν ἐν τῷ Ἰσραὴλ εὗρον 	speech_act #predicating circumstance objectifying circumstance $process complete internal_orientation interactant 
λέγω δὲ ὑμῖν ὅτι πολλοὶ ἀπὸ ἀνατολῶν καὶ δυσμῶν ἥξουσιν καὶ ἀνακλιθήσονται μετὰ Ἀβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ ἐν τῇ βασιλείᾳ τῶν οὐρανῶν οἱ υἱοὶ τῆς βασιλείας δὲ ἐκβληθήσονται εἰς τὸ σκότος τὸ ἐξώτερον ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων 	speech_act #predicating $process objectifying extra_participant medial-final alertness interactant development_marker progressive 
πολλοὶ ἀπὸ ἀνατολῶν καὶ δυσμῶν ἥξουσιν καὶ ἀνακλιθήσονται μετὰ Ἀβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ ἐν τῇ βασιλείᾳ τῶν οὐρανῶν 	speech_act #predicating grouped 
οἱ υἱοὶ τῆς βασιλείας δὲ ἐκβληθήσονται εἰς τὸ σκότος τὸ ἐξώτερον 	speech_act #predicating instantiator_construal subjective_participation_type_tbd $process circumstance complete expected objectifying #externalization centrality_tbd development_marker progressive 
ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων 	speech_act #predicating complementary_property affected $process alertness complete expected instantiator_construal 
καὶ εἶπεν ὁ Ἰησοῦς τῷ ἑκατοντάρχῃ Ὕπαγε ὡς ἐπίστευσας γενηθήτω σοι 	development_marker speech_act #predicating $process objectifying extra_participant medial-final complete instantiator_construal internal_orientation 
Ὕπαγε 	speech_act #predicating $process alertness direction_tbd interactant_indication_tbd 
ὡς ἐπίστευσας γενηθήτω σοι 	speech_act augmented #predicating subjective_participation_type_tbd $process circumstance complete objectifying #externalization centrality_tbd direction_tbd interactant_indication_tbd 
καὶ ἰάθη ὁ παῖς ἐν τῇ ὥρᾳ ἐκείνῃ 	development_marker speech_act #predicating subjective_participation_type_tbd $process circumstance complete objectifying #externalization centrality_tbd instantiator_construal internal_orientation 
Καὶ ἐλθὼν εἰς τὴν οἰκίαν Πέτρου ὁ Ἰησοῦς εἶδεν τὴν πενθερὰν αὐτοῦ βεβλημένην καὶ πυρέσσουσαν 	development_marker speech_act #predicating circumstance instantiator_construal $process objectifying complementary_property complete internal_orientation 
καὶ ἥψατο τῆς χειρὸς αὐτῆς 	development_marker speech_act #predicating affected $process objectifying peripheral part-whole complete internal_orientation 
καὶ ἀφῆκεν αὐτὴν ὁ πυρετός 	development_marker speech_act #predicating $process objectifying complete instantiator_construal internal_orientation 
καὶ ἠγέρθη 	development_marker speech_act #predicating subjective_participation_type_tbd $process complete objectifying #externalization centrality_tbd internal_orientation 
καὶ διηκόνει αὐτῷ 	development_marker speech_act #predicating $process objectifying peripheral medial-final alertness internal_orientation 
Ὀψίας γενομένης δὲ προσήνεγκαν αὐτῷ δαιμονιζομένους πολλούς 	speech_act #predicating circumstance $process objectifying extra_participant medial-final complete internal_orientation development_marker progressive 
καὶ ἐξέβαλεν τὰ πνεύματα λόγῳ 	development_marker speech_act #predicating $process objectifying circumstance complete internal_orientation 
καὶ πάντας τοὺς κακῶς ἔχοντας ἐθεράπευσεν 	development_marker speech_act #predicating objectifying $process complete internal_orientation 
ὅπως πληρωθῇ τὸ ῥηθὲν διὰ Ἠσαΐου τοῦ προφήτου λέγοντος Αὐτὸς τὰς ἀσθενείας ἡμῶν ἔλαβεν καὶ τὰς νόσους ἐβάστασεν 	speech_act #predicating circumstance direction_tbd interactant_indication_tbd presumed 
Αὐτὸς τὰς ἀσθενείας ἡμῶν ἔλαβεν καὶ τὰς νόσους ἐβάστασεν 	speech_act #predicating grouped internal_orientation 
Ἰδὼν πολλοὺς ὄχλους περὶ αὐτὸν δὲ ὁ Ἰησοῦς ἐκέλευσεν ἀπελθεῖν εἰς τὸ πέραν 	speech_act #predicating circumstance instantiator_construal $process objectifying complete internal_orientation development_marker progressive 
καὶ προσελθὼν εἷς γραμματεὺς εἶπεν αὐτῷ Διδάσκαλε ἀκολουθήσω σοι ὅπου ἐὰν ἀπέρχῃ 	development_marker speech_act #predicating circumstance instantiator_construal $process objectifying extra_participant medial-final complete internal_orientation 
Διδάσκαλε ἀκολουθήσω σοι ὅπου ἐὰν ἀπέρχῃ 	speech_act augmented #predicating $process objectifying peripheral medial-final circumstance complete expected interactant 
καὶ λέγει αὐτῷ ὁ Ἰησοῦς Αἱ ἀλώπεκες φωλεοὺς ἔχουσιν καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνώσεις ὁ υἱὸς τοῦ ἀνθρώπου δὲ οὐκ ἔχει ποῦ τὴν κεφαλὴν κλίνῃ 	development_marker speech_act #predicating $process objectifying extra_participant medial-final alertness instantiator_construal 
Αἱ ἀλώπεκες φωλεοὺς ἔχουσιν καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνώσεις ὁ υἱὸς τοῦ ἀνθρώπου δὲ οὐκ ἔχει ποῦ τὴν κεφαλὴν κλίνῃ 	speech_act #predicating grouped 
ἕτερος τῶν μαθητῶν δὲ εἶπεν αὐτῷ Κύριε ἐπίτρεψόν μοι πρῶτον ἀπελθεῖν καὶ θάψαι τὸν πατέρα μου 	speech_act #predicating instantiator_construal $process objectifying extra_participant medial-final complete internal_orientation development_marker progressive 
Κύριε ἐπίτρεψόν μοι πρῶτον ἀπελθεῖν καὶ θάψαι τὸν πατέρα μου 	speech_act augmented #predicating $process objectifying extra_participant medial-final complete direction_tbd interactant_indication_tbd 
ὁ Ἰησοῦς δὲ λέγει αὐτῷ Ἀκολούθει μοι καὶ ἄφες τοὺς νεκροὺς θάψαι τοὺς ἑαυτῶν νεκρούς 	speech_act #predicating instantiator_construal $process objectifying extra_participant medial-final alertness development_marker progressive 
Ἀκολούθει μοι καὶ ἄφες τοὺς νεκροὺς θάψαι τοὺς ἑαυτῶν νεκρούς 	speech_act #predicating grouped directive 
Καὶ ἐμβάντι αὐτῷ εἰς πλοῖον ἠκολούθησαν αὐτῷ οἱ μαθηταὶ αὐτοῦ 	development_marker speech_act #predicating circumstance $process objectifying peripheral medial-final complete instantiator_construal internal_orientation 
καὶ ἰδοὺ σεισμὸς μέγας ἐγένετο ἐν τῇ θαλάσσῃ ὥστε τὸ πλοῖον καλύπτεσθαι ὑπὸ τῶν κυμάτων 	development_marker speech_act augmented #predicating instantiator_construal affected $process circumstance circumstance complete internal_orientation 
αὐτὸς δὲ ἐκάθευδεν 	speech_act #predicating instantiator_construal $process alertness internal_orientation development_marker progressive 
καὶ προσελθόντες ἤγειραν αὐτὸν λέγοντες Κύριε σῶσον ἀπολλύμεθα 	development_marker speech_act #predicating circumstance $process objectifying circumstance complete internal_orientation 
Κύριε σῶσον ἀπολλύμεθα 	speech_act augmented #predicating grouped direction_tbd 
καὶ λέγει αὐτοῖς Τί δειλοί ἐστε ὀλιγόπιστοι 	development_marker speech_act #predicating $process objectifying extra_participant medial-final alertness 
Τί δειλοί ἐστε ὀλιγόπιστοι 	speech_act #predicating circumstance complementary_property $process alertness interrogative differentiation_request interactant speaker_excluded augmented 
τότε ἐγερθεὶς ἐπετίμησεν τοῖς ἀνέμοις καὶ τῇ θαλάσσῃ καὶ ἐγένετο γαλήνη μεγάλη 	speech_act #predicating grouped internal_orientation 
οἱ ἄνθρωποι δὲ ἐθαύμασαν λέγοντες Ποταπός ἐστιν οὗτος ὅτι καὶ οἱ ἄνεμοι καὶ ἡ θάλασσα αὐτῷ ὑπακούουσιν 	speech_act #predicating instantiator_construal $process circumstance complete internal_orientation development_marker progressive 
Ποταπός ἐστιν οὗτος ὅτι καὶ οἱ ἄνεμοι καὶ ἡ θάλασσα αὐτῷ ὑπακούουσιν 	speech_act #predicating complementary_property $process alertness instantiator_construal interrogative differentiation_request augmented 
Καὶ ἐλθόντος αὐτοῦ εἰς τὸ πέραν εἰς τὴν χώραν τῶν Γαδαρηνῶν ὑπήντησαν αὐτῷ δύο δαιμονιζόμενοι ἐκ τῶν μνημείων ἐξερχόμενοι χαλεποὶ λίαν ὥστε μὴ ἰσχύειν τινὰ παρελθεῖν διὰ τῆς ὁδοῦ ἐκείνης 	development_marker speech_act #predicating circumstance $process objectifying peripheral medial-final complete instantiator_construal internal_orientation 
